LOC105665897	XM_048407609.1
LOC105665652	XM_012307770.3
LOC100647667	XM_012314287.3
LOC100646677	XM_048411355.1,XM_012315465.3
LOC100651635	XM_003394705.4
LOC105665796	XM_020863133.2
LOC100647482	XM_003402104.4
LOC100648421	XM_048413085.1,XM_003403032.4
LOC100651203	XM_003396650.4
LOC100651290	XM_048409646.1,XM_003398266.4,XM_048409647.1
LOC105666205	XM_048410616.1,XM_048410617.1,XM_012313357.3,XM_048410618.1,XM_048410619.1,XM_048410620.1,XM_048410621.1,XM_048410615.1,XM_048410614.1,XM_048410622.1
LOC100644539	XM_003402471.4,XM_048412202.1
LOC100647591	XM_003400250.4
LOC100645867	XM_003394741.4
LOC100645172	XM_012314675.3
LOC100650975	XM_020865925.2
LOC105665993	XM_012311023.3
LOC110119826	XM_048411255.1
LOC100648019	XM_048406737.1,XM_012309458.3,XM_048406738.1
LOC100645507	XM_003401928.4
LOC100646437	XM_003400645.4,XM_012316265.3
LOC100651475	XM_020864192.2
LOC100643342	XM_003400619.4,XM_048412107.1,XM_048412106.1
LOC100645516	XM_012318551.3,XM_003393863.4
LOC100646481	XM_020866028.2,XM_020866027.2,XM_003399839.4,XM_048410909.1
LOC100646063	XM_003395966.4,XM_020863518.2,XM_012309426.3,XM_048406430.1
LOC100647073	XM_003399127.4
LOC100643166	XM_012312055.3,XM_012312051.3,XM_012312058.3,XM_012312052.3,XM_048408931.1,XM_012312053.3,XM_012312056.3,XM_012312054.3
LOC100642497	XM_003399090.4,XM_012314014.3,XM_048409801.1,XM_020865427.2,XM_048409802.1
LOC100645874	XM_003396368.4
LOC105667154	XM_048404683.1
LOC100650750	XM_048406664.1,XM_012319325.3,XM_012319324.3,XM_003402896.4,XM_048406663.1,XM_012319326.2
LOC100652145	XM_003402834.4
LOC125385180	XM_048406182.1
LOC100643922	XM_048404215.1,XM_048404211.1,XM_048404213.1,XM_048404214.1,XM_048404217.1,XM_048404216.1,XM_048404218.1
LOC100642584	XM_003400534.4,XM_048411777.1
LOC125386749	XM_048413859.1
LOC100644045	XM_012319993.3,XM_012319992.3,XM_003403303.4
LOC100649197	XM_048413333.1,XM_020868111.2,XM_048413334.1,XM_012319785.3
LOC100649932	XM_012311282.2
LOC100649616	XM_003394302.4
LOC100646206	XM_003402322.4,XM_048408199.1
LOC100650011	XM_020866443.2,XM_020866444.2,XM_048411880.1,XM_048411881.1,XM_020866445.2
LOC105666034	XM_012311634.3
LOC110119354	XM_020863441.2
LOC100649607	XM_003402815.4,XM_012319187.3
LOC100648730	XM_012319065.3,XM_003402736.4
LOC100642988	XM_012318243.3,XM_003393761.4,XM_012318244.3,XM_048410531.1,XM_048410528.1
LOC100650429	XM_012309673.3
LOC100644265	XM_048411588.1,XM_003400223.4
LOC100651246	XM_020863109.2,XM_048406000.1,XM_012309049.3,XM_048405999.1,XM_003395273.4
LOC100651929	XM_003398757.4
LOC100649379	XM_048407752.1
LOC105666839	XM_048413676.1
LOC100648576	XM_020866987.2,XM_020866989.2,XM_012316712.3
LOC100645795	XM_048407852.1
LOC100646058	XM_003395147.4
LOC100650737	XM_020865606.2,XM_012314355.3,XM_012314354.3,XM_012314352.3,XM_003399314.4,XM_012314353.3
LOC100642383	XM_012315636.3,XM_003400209.4,XM_020866285.2
LOC100648288	XM_048409415.1
LOC100650781	XM_003400025.4,XM_048411486.1,XM_048411488.1,XM_048411487.1,XM_048411489.1,XM_048411485.1,XM_048411492.1,XM_048411491.1,XM_048411493.1,XM_048411494.1,XM_048411495.1,XM_048411497.1,XM_048411501.1,XM_048411490.1,XM_048411498.1,XM_048411499.1,XM_048411504.1,XM_048411500.1,XM_012315293.3,XM_012315291.3,XM_048411503.1,XM_020866263.2,XM_048411502.1
LOC100645079	XM_012309306.3,XM_003395876.4
LOC100648757	XM_048409347.1,XM_048409349.1,XM_048409348.1,XM_048409345.1,XM_048409346.1,XM_048409350.1,XM_048409351.1,XM_048409352.1
LOC100648112	XM_012316310.3,XM_048412012.1
LOC125386460	XM_048412912.1
LOC100644580	XM_003401280.4,XM_048412331.1
LOC100647674	XM_048412666.1,XM_048412665.1,XM_048412664.1,XM_048412668.1,XM_048412667.1,XM_012316783.3
LOC100647138	XM_003394750.4
LOC100647127	XM_003402491.4
LOC100650152	XM_003395759.4
LOC100645955	XM_048409508.1,XM_048409509.1,XM_048409506.1,XM_048409507.1,XM_003398559.4
LOC100643559	XM_048413724.1,XM_048413718.1,XM_048413743.1,XM_048413774.1,XM_048413746.1,XM_048413777.1,XM_048413732.1,XM_048413753.1,XM_048413759.1,XM_048413767.1,XM_048413779.1,XM_048413735.1,XM_048413751.1,XM_048413778.1,XM_003394004.4,XM_048413728.1
LOC100650717	XM_048404075.1,XM_012320478.2,XM_048404074.1
LOC100646822	XM_012321210.2,XM_003394587.4,XM_012321208.2,XM_012321211.2,XM_012321209.3,XM_048404420.1
LOC100646250	XM_012307970.3,XM_012307964.3,XM_012307977.3,XM_012307985.3
LOC100643494	XM_048410015.1,XM_003398771.3
LOC100644076	XM_003400381.4,XM_003400382.4
LOC100647118	XM_012316287.3,XM_020866559.2
LOC100648080	XM_012308202.3,XM_012308166.3
LOC100649476	XM_012317405.3
LOC100647282	XM_048407674.1,XM_048407677.1,XM_048407675.1,XM_048407676.1
LOC100650728	XM_012311649.3
LOC100648221	XM_012314315.3,XM_012314309.3,XM_012314297.3,XM_012314303.3,XM_012314314.3,XM_012314310.3,XM_012314298.3,XM_012314313.3,XM_012314308.3,XM_012314306.3,XM_012314291.3,XM_012314311.3,XM_012314299.3,XM_012314307.3,XM_012314295.3,XM_012314300.3,XM_012314293.3,XM_048410561.1,XM_048410560.1,XM_012314301.3,XM_012314294.3
LOC105665768	XM_012308886.3
LOC100648997	XM_012315456.3,XM_012315457.3
LOC100648132	XM_003395823.4
LOC100646443	XM_003402096.4,XM_003402095.4
LOC100650706	XM_020867583.2,XM_003402207.4,XM_012318401.3
LOC100645621	XM_003393625.4
LOC125385810	XM_048409449.1
LOC100650308	XM_048409701.1,XM_048409702.1,XM_020868199.2
LOC125385012	XM_048405482.1
LOC100649636	XM_012316083.3,XM_012316082.3
LOC100649912	XM_003392954.4,XM_048405503.1
LOC105666273	XM_012314106.2
LOC100650087	XM_048409314.1,XM_012312930.3,XM_012312929.3,XM_048409313.1,XM_048409315.1
LOC100643626	XM_048411975.1,XM_048411977.1,XM_003400788.4,XM_048411976.1
LOC100646237	XM_003399515.4,XM_048411105.1,XM_048411104.1
LOC100642655	XM_020866177.2,XM_012315414.3,XM_048411307.1,XM_012315419.3,XM_012315415.3,XM_048411309.1,XM_012315412.3,XM_012315418.3,XM_012315413.3
LOC100648051	XM_003394759.4,XM_003394758.4
LOC100651275	XM_012317972.3,XM_012317967.3,XM_003393669.4
LOC100647414	XM_020868520.2
LOC100651403	XM_003396008.4,XM_048406317.1
LOC100651490	XM_048408784.1,XM_020864597.2
LOC100651552	XM_003393514.3
LOC100650903	XM_048412501.1,XM_048412502.1,XM_020866864.2
LOC105666405	XM_048411233.1
LOC100648882	XM_003400991.4
LOC100648545	XM_003393340.4
LOC105666647	XM_012318088.3
LOC100643608	XM_012309279.3
LOC100647821	XM_012316062.3,XM_012316057.3,XM_012316060.3,XM_048412195.1,XM_012316059.3,XM_012316061.3,XM_048412194.1,XM_003400494.4,XM_012316065.3,XM_012316064.3
LOC100648710	XM_003396311.4,XM_048407529.1
LOC100643198	XM_048406712.1
LOC100642297	XM_012315278.3
LOC100646020	XM_012308561.2
LOC100647005	XM_003402410.4
LOC100646281	XM_020868671.2
LOC100651098	XM_012315627.3,XM_012315626.3,XM_048411330.1,XM_048411329.1
LOC100648039	XM_020867818.2,XM_003402574.4
LOC100648184	XM_003400579.4,XM_020866493.2,XM_020866492.2
LOC100642341	XM_003398276.4
LOC100646417	XM_003396776.4
LOC100644519	XM_003395542.4
LOC100647234	XM_003400078.4
LOC105667006	XM_012320048.2
LOC100646428	XM_048410240.1,XM_048410239.1,XM_003398796.4
LOC100652297	XM_012317302.3
LOC100645536	XM_048411599.1,XM_020866231.2,XM_012315346.3,XM_012315348.3,XM_020866234.2,XM_012315347.3,XM_020866229.2,XM_020866230.2,XM_020866233.2
LOC100650059	XM_012317849.3
LOC100646406	XM_020862895.2,XM_048405306.1,XM_048405308.1,XM_048405307.1
LOC100650743	XM_012316456.3,XM_012316455.3,XM_012316454.3,XM_012316462.3,XM_012316461.3,XM_003400763.4,XM_012316458.3,XM_048411848.1,XM_012316457.3,XM_012316460.3,XM_020866388.2,XM_048411849.1,XM_048411850.1,XM_020866387.2
LOC100649245	XM_012308363.3
LOC100645365	XM_003394182.4
LOC100643531	XM_048407383.1,XM_020863543.2,XM_003396832.4
LOC100649521	XM_003402430.4,XM_020867682.2
LOC100650229	XM_048408004.1,XM_048408003.1,XM_048408002.1
LOC100644465	XM_012318014.3,XM_012318013.3
LOC100651446	XM_048407833.1,XM_048407831.1,XM_048407832.1,XM_012310112.3,XM_012310111.3,XM_048407830.1
LOC100645770	XM_003399588.4
LOC100650854	XM_003399234.4
LOC105666110	XM_020864765.2
LOC100650946	XM_003403051.4
LOC100651615	XM_048411679.1,XM_048411680.1,XM_048411678.1,XM_048411681.1
LOC110120247	XM_048409240.1
LOC105666613	XM_048413159.1,XM_048413161.1,XM_048413163.1,XM_048413160.1,XM_048413162.1
LOC125385965	XM_048410215.1
LOC100649065	XM_012312841.3,XM_003398088.4
LOC100648488	XM_003401312.4,XM_020866918.2
LOC100643587	XM_048411562.1,XM_012315272.3,XM_048411561.1
LOC100642512	XM_012319447.3,XM_048414447.1,XM_048414448.1
LOC125386260	XM_048411719.1,XM_048411718.1,XM_048411720.1
LOC100643385	XM_012317948.3,XM_012317952.3,XM_020867383.2,XM_020867382.2,XM_048413987.1,XM_048413985.1,XM_048413986.1,XM_048413984.1,XM_012317955.3
LOC100643128	XM_003398768.4,XM_012313492.3
LOC100642227	XM_048412504.1,XM_012316980.3
LOC100649138	XM_003396798.4,XM_048407256.1
LOC100645816	XM_048406529.1,XM_003402245.4,XM_048406530.1
LOC100646987	XM_048409740.1,XM_048409739.1,XM_003398230.4
LOC100643106	XM_012319729.3
LOC100642991	XM_048404088.1,XM_048404082.1,XM_048404085.1,XM_048404083.1,XM_048404086.1,XM_048404087.1,XM_048404084.1
LOC100646090	XM_003403246.4,NM_001287565.1
LOC125386969	XM_048414155.1
LOC100646003	XM_012314762.3
LOC100643117	XM_048405873.1,XM_048405872.1
LOC105666265	XM_012314062.3
LOC100643696	XM_020864277.2,XM_003397079.4
LOC100642218	XM_003398114.4,XM_003398113.4
LOC100644839	XM_003394096.4
LOC100651263	XM_003400929.2
LOC100646369	XM_003403322.4
LOC105665960	XM_012310748.3
LOC100650920	XM_012307979.3,XM_048405030.1
LOC100645567	XM_003398954.4
LOC100647891	XM_003394437.4
F1	NM_001280904.1
LOC100645807	XM_003400151.4,XM_012315558.3
LOC100651420	XM_048412744.1,XM_003401091.4,XM_012316888.3
LOC100647379	XM_048406757.1,XM_048406758.1
LOC100644034	XM_048412190.1
LOC100644189	XM_003400301.4
LOC100642832	XM_048408420.1,XM_020864049.2
LOC100648291	XM_012313953.3
LOC100650798	XM_003393118.4
LOC125384872	XM_048404964.1,XM_048404961.1,XM_048404965.1,XM_048404962.1,XM_048404963.1
LOC100645691	XM_012316536.3
LOC100648514	XM_003396713.4
LOC100648927	XM_003393495.4,XM_048414266.1,XM_048414280.1,XM_012315310.3,XM_048414267.1,XM_048414269.1,XM_048414277.1,XM_003393494.4
LOC100652089	XM_048411189.1,XM_003399804.4,XM_048411188.1
LOC100647607	XM_012320536.3,XM_012320535.3,XM_048404063.1,XM_003394118.4
LOC100652134	XM_003399883.4
LOC100650685	XM_012309990.3,XM_003396327.4,XM_012309993.3,XM_020863623.2,XM_012309991.3,XM_012309995.3,XM_012309994.3,XM_020863624.2
LOC100649888	XM_020865337.2,XM_003398742.4
LOC100645101	XM_003401203.4
LOC100646892	XM_020863107.2,XM_003393167.4
LOC105666551	XM_012316991.3
LOC100647197	XM_012316187.3,XM_003400572.4,XM_048412052.1,XM_048412051.1,XM_048412050.1,XM_048412049.1
LOC100647616	XM_012309263.3,XM_012309265.3
LOC100647932	XM_012311833.3,XM_003397594.4
LOC100643424	XM_012316690.3
LOC105666045	XM_048408904.1,XM_048408903.1
LOC100651759	XM_012309589.3
LOC100651043	XM_048408935.1
LOC100648918	XM_048413932.1,XM_012317970.3
LOC100649434	XM_048405796.1
LOC100643811	XM_003397162.4,XM_048407949.1
LOC100646604	XM_012316849.2
LOC100649073	XM_012318360.3
LOC100651258	XM_048410951.1,XM_003399717.4
LOC100644880	XM_048414685.1,XM_012321273.3,XM_003394649.4
LOC100651787	XM_012321120.2,XM_048405496.1,XM_048405830.1,XM_048412398.1,XM_048405169.1,XM_012321124.3,XM_012321106.3,XM_012321117.3,NM_001308306.1,XM_048404758.1
LOC100643143	XM_012318766.3,XM_003402378.4
LOC100646046	XM_003402247.4
LOC100643640	XM_012310074.3,XM_012310067.3
LOC100649591	XM_048410717.1,XM_048410719.1,XM_012314863.3,XM_048410721.1,XM_048410722.1,XM_048410720.1,XM_048410718.1
LOC100645373	XM_003396284.4,XM_003396283.4
LOC100652057	XM_020866787.2,XM_012317089.3
LOC100648347	XM_003402265.4,XM_048406501.1
LOC100644205	XM_003394644.4
LOC100649214	XM_020864190.2,XM_012311005.3
LOC100644473	XM_003393071.4,XM_012308965.3,XM_012308955.3,XM_012308960.3
LOC100644712	XM_012320076.2
LOC100648876	XM_012314934.3,XM_048410931.1
LOC100644157	XM_048413571.1
LOC100650299	XM_012315401.2
LOC100646194	XM_048410750.1,XM_003399677.4,XM_012314873.3
LOC100650340	XM_048411962.1
LOC100645978	XM_012315546.3
LOC100652227	XM_012321366.3,XM_003394787.4
LOC100647276	XM_003400326.4
LOC100649667	XM_003399304.4
LOC100646266	XM_003398561.4
LOC100651017	XM_003400356.4
LOC100649482	XM_003402814.4
LOC100646498	XM_048404053.1,XM_048404054.1,XM_048404056.1,XM_048404052.1,XM_048404057.1,XM_048404055.1,XM_012320529.3
LOC100644633	XM_048404402.1,XM_048404403.1
LOC100642719	XM_048404389.1,XM_048404392.1,XM_048404391.1,XM_048404390.1
LOC100647984	XM_003398406.4,XM_003398407.4
LOC100644851	XM_012311010.3,XM_020864191.2
LOC105665815	XM_012309200.3
LOC100644130	XM_048406843.1,XM_048406841.1,XM_048406842.1,XM_012309396.3
LOC100651028	XM_003393042.4
LOC125385776	XM_048409226.1
LOC100645574	XM_048412114.1,XM_012316121.2
LOC100651644	XM_048408231.1
LOC100642438	XM_048409943.1
LOC100652182	XM_003402907.4,XM_012319341.3,XM_020867974.2,XM_020867975.2
LOC100644082	XM_003402924.4,XM_048406699.1
LOC100642884	XM_012310848.2
LOC100647588	XM_048410919.1,XM_012314787.3,XM_003399604.4,XM_048410920.1
LOC100646959	XM_012314422.3,XM_020865695.2,XM_003399363.4
LOC100651006	XM_048407222.1,XM_020863649.2,XM_048407226.1,XM_048407225.1,XM_048407223.1,XM_048407221.1,XM_012310379.3,XM_048407224.1,XM_048407227.1
LOC100643054	XM_020865638.2,XM_048410494.1,XM_020865639.2,XM_048410493.1,XM_020865637.2,XM_020865641.2
LOC100642739	XM_003400614.4,XM_020866343.2,XM_012316105.3,XM_048412311.1,XM_048412313.1,XM_048412312.1,XM_048412314.1
LOC100644613	XM_048410036.1,XM_003399027.4,XM_048410037.1,XM_048410038.1,XM_048410040.1,XM_048410041.1
LOC100646075	XM_012315753.3
LOC125384779	XM_048404677.1,XM_048404675.1,XM_048404676.1
LOC100647065	XM_003396455.4
LOC105667203	XM_012321319.3
LOC100646799	XM_012315285.3,XM_020866188.2
LOC100651081	XM_048407718.1
LOC100651220	XM_012315429.2,XM_048411596.1,XM_003400198.3,XM_048411597.1
LOC100651852	XM_048411686.1,XM_003400363.4
LOC100650963	XM_003397220.4,XM_012311094.3,XM_048408086.1
LOC100643668	XM_003401676.4,XM_048413401.1
LOC100642418	XM_020866249.2
LOC100647521	XM_048409716.1,XM_012318366.3,XM_020867576.2,XM_048409730.1,XM_048409724.1,XM_048409736.1,XM_048409717.1
LOC100651463	XM_012316476.3,XM_003400769.4
LOC100644110	XM_003402157.4
LOC105665835	XM_012309351.3,XM_048406309.1
LOC100648582	XM_048406503.1,XM_012318500.3
LOC105665708	XM_012308336.3
LOC125384618	XM_048410716.1,XM_048410715.1
LOC100651050	XM_003399633.3
LOC100647245	XM_003402492.4,XM_020867768.2
LOC105665726	XM_012308491.3,XM_048405846.1,XM_048405849.1,XM_048405847.1,XM_048405848.1,XM_012308492.3
LOC100650766	XM_003396409.4,XM_048407351.1,XM_020864048.2,XM_012309738.3
LOC100648491	XM_003401790.4,XM_020867363.2,XM_048413222.1,XM_012317834.3
LOC100650368	XM_012313977.3,XM_012313975.3,XM_012313976.3
LOC100651711	XM_012314063.3,XM_048405147.1,XM_012314094.3,XM_012314093.3,XM_012314086.3,XM_012314068.3,XM_012314074.3
LOC100643224	XM_003402150.4
LOC125384627	XM_048404926.1
LOC100646522	XM_020867767.2,XM_020867766.2,XM_003402487.4
LOC100643859	XM_012315131.3,XM_003399819.4
LOC100649234	XM_003400670.4
LOC100644732	XM_012313889.3,XM_012313888.3,XM_012313890.3
LOC105666519	XM_012316676.3,XM_012316675.3
LOC110119149	XM_020867562.2,XM_048414124.1
LOC100652114	XM_048405877.1
LOC100649005	XM_003401636.4
LOC100648534	XM_003400582.4
LOC100643887	XM_003395536.4
LOC100650958	XM_003395513.4
LOC100643653	XM_048407384.1,XM_003396833.4,XM_048407385.1,XM_048407386.1,XM_048407387.1
LOC100651458	XM_012313569.3,XM_012313570.3,XM_020865229.2,XM_048410153.1,XM_012313571.3,XM_012313572.3
LOC100644014	XM_020863147.2,XM_003395709.4,XM_012308890.3
LOC100648938	XM_003395749.4
LOC100651999	XM_003396982.3
LOC100649414	XM_003396961.4
LOC100644273	XM_012317658.3
LOC100643150	XM_003393295.4,XM_048410382.1,XM_003393292.4
LOC100643831	XM_048404134.1,XM_048404135.1,XM_048404132.1,XM_048404133.1,XM_048404141.1,XM_048404142.1,XM_048404137.1,XM_048404139.1,XM_048404140.1,XM_048404144.1,XM_048404136.1,XM_048404143.1,XM_048404145.1
LOC100642780	XM_020867186.2,XM_012317518.3,XM_012317519.3,XM_012317517.3
LOC100650499	XM_003400435.4,XM_048411874.1
LOC100645305	XM_012319399.3
LOC100647912	XM_020866850.2,XM_048412669.1
LOC100647636	XM_003400167.4
LOC110119840	XM_020866391.2
LOC100645725	XM_012313640.3
LOC100645186	XM_003394266.4
LOC100644647	XM_003398134.4,XM_048409777.1
LOC100650554	XM_003394615.4
LOC100644405	XM_048408113.1,XM_003397002.4,XM_012310945.3
LOC100648333	XM_020865604.2,XM_048410557.1,XM_048410556.1,XM_012314288.3
LOC100642751	XM_012320456.3
LOC100643181	XM_012318230.3,XM_048414118.1
LOC100649118	XM_048412679.1,XM_048412678.1,XM_003400995.4
LOC100645836	XM_003397015.4,XM_003397014.4,XM_012310954.3
LOC100646466	XM_012309550.2
LOC100649282	XM_048413760.1,XM_048413758.1
LOC125386135	XM_048411149.1
LOC100646298	XM_012310451.2,XM_003396693.3
LOC100646911	XM_012311353.2,XM_020864336.2,XM_020864337.2,XM_048408585.1,XM_012311351.3,XM_048408586.1
LOC100649127	XM_003393424.4,XM_020865266.2,XM_020865269.2,XM_020865270.2
LOC100644819	XM_003399978.3,XM_012315357.3
LOC125387055	XM_048414216.1,XM_048414214.1,XM_048414215.1
LOC105666076	XM_012312031.3
LOC100643137	XM_012316697.3,XM_048412640.1
LOC100643165	XM_003397718.3
LOC100643919	XM_048409111.1,XM_020868255.2
LOC100644892	XM_003397490.4
LOC100645515	XM_003393545.4
LOC100650976	XM_048411402.1,XM_020866221.2,XM_048411403.1,XM_020866220.2,XM_048411405.1,XM_048411404.1,XM_012315518.3
LOC100645740	XM_003393239.4
LOC100642362	XM_048404588.1,XM_012321072.3
LOC100651476	XM_012314023.3
LOC100646034	XM_003399514.4
LOC100646189	XM_048410202.1,XM_048410203.1,XM_048410201.1,XM_012313778.3,XM_003398958.4,XM_048410200.1
LOC100650284	XM_020864118.2,XM_003397133.4,XM_048408063.1,XM_048408064.1
LOC105666206	XM_048410577.1
LOC100650773	XM_003397298.4
LOC100644931	XM_020864419.2,XM_020864420.2,XM_048408912.1,XM_012311995.3
LOC100649275	XM_048412898.1
LOC100650412	XM_048409400.1,XM_012312814.3
LOC105666058	XM_012311949.3
LOC100644369	XM_003397249.4
LOC100651636	XM_048405104.1,XM_020862619.2,XM_048405103.1,XM_020862618.2,XM_020862616.2,XM_048405102.1,XM_020862617.2,XM_048405105.1
LOC100651912	XM_003394155.4
LOC100646839	XM_012314421.3,XM_012314420.3
LOC100649552	XM_048412648.1,XM_003401155.4,XM_012316724.3,XM_012316725.3
LOC100649490	XM_003393894.4,XM_048411910.1
LOC100647999	XM_003401786.4
LOC100645469	XM_003401206.4
LOC100649403	XM_048405121.1,XM_048405120.1,XM_048405119.1,XM_048405122.1
LOC100644090	XM_048405279.1
LOC125384969	XM_048405237.1
LOC100644003	XM_048414430.1,XM_048414439.1,XM_048414431.1,XM_048414441.1,XM_048414437.1,XM_048414438.1,XM_048414440.1,XM_048414433.1,XM_048414432.1,XM_048414434.1,XM_048414435.1
LOC100647458	XM_003395976.4,XM_012309363.3
LOC105667138	XM_012320665.3,XM_012320664.3
LOC100648129	XM_048404846.1,XM_012308292.3,XM_012308291.3,XM_020862906.2
LOC100642899	XM_048411589.1
LOC100644987	XM_012319297.3,XM_020867935.2
LOC100652103	XM_012312751.3,XM_012312757.3,XM_048407630.1,XM_003393366.4
LOC125386478	XM_048412992.1
LOC100642600	XM_003394162.4
LOC100646082	XM_003402172.4
LOC100650232	XM_020868678.2
LOC125385998	XM_048410366.1
LOC100649098	XM_048409069.1,XM_048409067.1,XM_048409070.1
LOC100644959	XM_012308017.3
LOC100642693	XM_012310291.3,XM_012310292.3
LOC100650121	XM_003398990.4
LOC100647711	XM_012318808.3,XM_012318807.3
LOC105666450	XM_048412192.1
LOC100645398	XM_048409123.1,XM_012320015.3,XM_048409122.1
LOC100645796	XM_012310179.3,XM_012310180.3,XM_048407776.1,XM_048407775.1,XM_012310181.3
LOC100645652	XM_048411600.1,XM_048411601.1,XM_048411603.1,XM_048411604.1
LOC100646633	XM_048411592.1,XM_020866189.2,XM_003400242.4
LOC100644266	XM_012315934.3
LOC100647050	XM_012319556.3
LOC100651245	XM_012308214.3,XM_012308218.3
LOC100644498	XM_003400551.4
LOC105666243	XM_012313650.3,XM_048410471.1,XM_048410472.1
LOC100648252	XM_020864407.2,XM_020864409.2,XM_012312274.3,XM_048408603.1
LOC100642190	XM_003392890.4,XM_012308562.3,XM_012308609.2
LOC100645900	XM_048413240.1,XM_020868082.2,XM_012319598.2
LOC100646157	XM_003401051.4,XM_012316863.3
LOC105666437	XM_012315796.3
LOC100647463	XM_012310764.3,XM_003396947.4,XM_048407565.1,XM_048407564.1,XM_012310763.3
LOC100644194	XM_003402311.4,XM_012318569.3
LOC100651521	XM_003395848.3
LOC100645993	XM_003397418.4,XM_020864614.2
LOC105666309	XM_012314436.3
LOC100646473	XM_048409796.1,XM_048409795.1,XM_003398067.4
LOC100650827	XM_012318411.3
LOC100647220	XM_003396863.4
LOC100643791	XM_012319812.3,XM_020868181.2
LOC100647081	XM_003401135.4
LOC100652094	XM_003401342.4,XM_048412418.1
LOC100649446	XM_012321183.3
LOC100648022	XM_012310473.3,XM_003396708.4,XM_012310474.3,XM_020863648.2
LOC100642952	XM_020867916.2,XM_020867914.2,XM_020867915.2,XM_020867922.2
LOC100644046	XM_012312015.3,XM_003392825.4,XM_020864229.1
LOC100651065	XM_003392963.4
LOC105667073	XM_048414145.1
LOC100647037	XM_003398642.4
LOC100649615	XM_012320250.3,XM_048411891.1
LOC100650818	XM_003398673.4
LOC100644604	XM_048406765.1,XM_012309413.3,XM_020863337.2,XM_048406764.1,XM_048406763.1,XM_003395952.4
LOC105666481	XM_048411822.1,XM_048411821.1,XM_012316419.3
LOC100646880	XM_003401217.4,XM_003401216.4
LOC100652146	XM_012319610.3,XM_048413226.1
LOC100647006	XM_048411533.1
LOC100643951	XM_012315439.3,XM_020866310.2
LOC110120153	XM_020867909.2
LOC100648858	XM_003395254.4
LOC100651588	XM_048405062.1,XM_048405061.1,XM_048405066.1,XM_048405068.1,XM_048405064.1,XM_048405071.1,XM_048405067.1,XM_048405070.1,XM_048405063.1,XM_048405065.1
LOC100645753	XM_003396367.4
LOC100647028	XM_012310142.3,XM_048407723.1,XM_048407721.1,XM_048407720.1,XM_048407719.1,XM_048407722.1
LOC100646732	XM_003393404.4
LOC105666417	XM_012315676.3
LOC100645049	XM_012310651.3,XM_012310650.3,XM_003396845.4
LOC100651984	XM_048414310.1,XM_048414309.1
LOC100650484	XM_012310605.3
LOC100648546	XM_048409433.1,XM_048409444.1,XM_048409440.1
LOC100649635	XM_003400097.4
LOC100642792	XM_003393058.4
LOC100647017	XM_003394912.4
LOC105666428	XM_048411537.1
LOC100642656	XM_003400211.4
LOC100651276	XM_003393988.4
LOC100643625	XM_020866097.2,XM_003400132.4
LOC100646110	XM_003396934.4,XM_048407770.1,XM_012310171.3,XM_020863671.2,XM_012310170.3,XM_012310173.3,XM_012310175.3,XM_048407772.1
LOC100647731	XM_048407136.1,XM_048407135.1
LOC105665770	XM_012308910.3
LOC100649290	XM_003395336.3,XM_012308453.3,XM_020862953.2,XM_020862954.2
LOC105666124	XM_012312465.3
LOC100650705	XM_048414026.1,XM_048414027.1
LOC100645269	XM_003402240.4,XM_020867611.2
LOC100649203	XM_048412101.1,XM_048412084.1,XM_048412096.1,XM_020868392.2,XM_048412092.1,XM_048412104.1
LOC100649475	XM_003400915.4
LOC100650212	XM_020865271.2,XM_020865272.2,XM_003398668.3
LOC100644799	XM_003394571.4
LOC100648669	XM_012320245.3
LOC125385287	XM_048406633.1,XM_048406634.1
LOC100650325	XM_003396728.4
LOC100650188	XM_003393194.4
LOC100644075	XM_020866312.2,XM_003400300.4
LOC100643980	XM_012314510.3
LOC100645956	XM_012313415.3
LOC100647787	XM_048412298.1,XM_012316093.3,XM_012316094.3,XM_012316095.3,XM_003400577.4,XM_048412299.1,XM_048412301.1
LOC100652175	XM_012317307.3,XM_003401424.4,XM_012317309.3,XM_048412352.1,XM_012317310.3
LOC100645844	XM_003399036.3
LOC100646613	XM_003393323.4
LOC100647258	XM_012309034.3,XM_003395239.4,XM_003395240.4
LOC100642529	XM_012313603.3
LOC100643097	XM_003401186.4
LOC100647759	XM_012319413.3
LOC100646819	XM_003394111.4
LOC105666822	XM_048406618.1
LOC100651197	XM_012308959.3
LOC100651932	XM_048411258.1,XM_003400204.4,XM_048411259.1
LOC100651616	XM_048407185.1,XM_012316086.3
LOC100644911	XM_012319562.3,XM_003403085.4,XM_012319561.3
LOC100649066	XM_020865195.2
LOC100650432	XM_048404682.1,XM_012320583.3,XM_003394143.4,XM_020868480.2,XM_020868478.2,XM_012320580.3,XM_003394142.4,XM_012320582.3
LOC100644466	XM_048414126.1,XM_003402159.4,XM_012318247.3
LOC100651445	XM_020863753.2,XM_048407801.1,XM_048407802.1,XM_020863751.2,XM_020863752.2
LOC100646784	XM_012310575.3,XM_012310576.3
LOC100644298	XM_003397565.4
LOC105665621	XM_012320263.2
LOC100648863	XM_012309905.3,XM_012309906.3,XM_012309904.3
LOC105666443	XM_012315941.3
LOC100650945	XM_012319504.3,XM_003402973.4
LOC100648503	XM_003393647.4
LOC100648452	XM_012315390.3,XM_012315391.3,XM_020866087.2
LOC100645142	XM_048412907.1,XM_048412906.1
LOC100648590	XM_048410923.1
