LOC122571469	XM_043735245.1
LOC122576432	XM_043746745.1
LOC122575198	XM_043743829.1,XM_043743830.1,XM_043743831.1
LOC122576039	XM_043745808.1
LOC122574608	XM_043742356.1,XM_043742355.1,XM_043742354.1,XM_043742357.1,XM_043742358.1
LOC122566902	XM_043724853.1,XM_043724835.1,XM_043724844.1
LOC122573475	XM_043739874.1
LOC122567020	XM_043725082.1
LOC122574231	XM_043741575.1
LOC122565918	XM_043722451.1,XM_043722448.1,XM_043722449.1,XM_043722447.1,XM_043722450.1
LOC122569519	XM_043730677.1
LOC122573641	XM_043740292.1
LOC122573564	XM_043740097.1
LOC122572323	XM_043737175.1
LOC122569189	XM_043729817.1,XM_043729818.1
LOC122567209	XM_043725544.1
LOC122566866	XM_043724723.1
LOC122573506	XM_043739941.1,XM_043739940.1,XM_043739939.1
LOC122567096	XM_043725302.1,XM_043725292.1
LOC122567754	XM_043726697.1,XM_043726704.1,XM_043726699.1,XM_043726703.1,XM_043726700.1,XM_043726701.1,XM_043726696.1,XM_043726695.1,XM_043726690.1,XM_043726702.1,XM_043726693.1,XM_043726691.1,XM_043726689.1,XM_043726692.1,XM_043726698.1,XM_043726705.1
LOC122567161	XM_043725439.1
LOC122573829	XM_043740727.1,XM_043740726.1,XM_043740725.1,XM_043740728.1
LOC122567868	XM_043726995.1
LOC122578014	XM_043749847.1
LOC122566098	XM_043722846.1
LOC122569067	XM_043729543.1,XM_043729542.1
LOC122574337	XM_043741834.1
LOC122570714	XM_043733454.1
LOC122574374	XM_043741891.1
LOC122569945	XM_043731632.1,XM_043731633.1
LOC122569395	XM_043730381.1
LOC122565668	XM_043721869.1,XM_043721870.1
LOC122576954	XM_043747902.1,XM_043747898.1,XM_043747901.1,XM_043747899.1,XM_043747900.1
LOC122571505	XM_043735338.1,XM_043735336.1,XM_043735335.1,XM_043735339.1,XM_043735334.1,XM_043735340.1,XM_043735337.1
LOC122575283	XM_043744011.1,XM_043744012.1
LOC122576415	XM_043746694.1,XM_043746695.1
LOC122570470	XM_043732826.1,XM_043732822.1,XM_043732825.1,XM_043732821.1,XM_043732820.1,XM_043732818.1,XM_043732816.1,XM_043732819.1,XM_043732824.1,XM_043732827.1,XM_043732823.1
LOC122576852	XM_043747691.1,XM_043747689.1,XM_043747692.1,XM_043747690.1,XM_043747695.1,XM_043747694.1,XM_043747693.1
LOC122570390	XM_043732632.1,XM_043732634.1,XM_043732633.1
LOC122570940	XM_043733986.1,XM_043733987.1
LOC122567585	XM_043726274.1
LOC122571320	XM_043734921.1
LOC122566218	XM_043723174.1
LOC122573150	XM_043739179.1,XM_043739193.1
LOC122566593	XM_043724068.1
LOC122569475	XM_043730571.1
LOC122574494	XM_043742160.1,XM_043742154.1,XM_043742156.1,XM_043742155.1,XM_043742157.1,XM_043742159.1,XM_043742158.1
LOC122567132	XM_043725371.1,XM_043725381.1
LOC122569641	XM_043730987.1,XM_043730980.1,XM_043730989.1,XM_043730988.1,XM_043730985.1,XM_043730984.1,XM_043730983.1,XM_043730981.1,XM_043730986.1,XM_043730979.1,XM_043730982.1,XM_043730990.1
LOC122569564	XM_043730787.1
LOC122573519	XM_043739967.1,XM_043739968.1,XM_043739966.1,XM_043739970.1,XM_043739969.1,XM_043739971.1
LOC122567216	XM_043725569.1
LOC122576659	XM_043747290.1,XM_043747296.1,XM_043747293.1,XM_043747295.1,XM_043747283.1,XM_043747286.1,XM_043747284.1,XM_043747291.1,XM_043747285.1,XM_043747287.1,XM_043747294.1,XM_043747292.1,XM_043747310.1,XM_043747308.1,XM_043747300.1,XM_043747304.1,XM_043747303.1,XM_043747298.1,XM_043747307.1,XM_043747306.1,XM_043747299.1,XM_043747302.1,XM_043747301.1,XM_043747297.1,XM_043747309.1
LOC122570643	XM_043733221.1,XM_043733222.1
LOC122570256	XM_043732352.1
LOC122572284	XM_043737082.1,XM_043737080.1,XM_043737079.1,XM_043737083.1
LOC122572214	XM_043736955.1,XM_043736957.1,XM_043736956.1
LOC122571219	XM_043734679.1,XM_043734681.1,XM_043734680.1,XM_043734682.1,XM_043734687.1,XM_043734683.1,XM_043734686.1,XM_043734684.1,XM_043734685.1,XM_043734689.1,XM_043734688.1,XM_043734690.1
LOC122576179	XM_043746082.1
LOC122566242	XM_043723218.1
LOC122572597	XM_043737733.1
LOC122575093	XM_043743543.1
LOC122570555	XM_043733046.1,XM_043733045.1
LOC122573670	XM_043740350.1
LOC122573589	XM_043740160.1,XM_043740161.1
LOC122567760	XM_043726716.1,XM_043726714.1,XM_043726715.1,XM_043726719.1,XM_043726721.1,XM_043726718.1,XM_043726720.1
LOC122569106	XM_043729636.1
LOC122571372	XM_043735026.1
LOC122568241	XM_043727773.1
LOC122577338	XM_043748627.1
LOC122567515	XM_043726125.1,XM_043726126.1
LOC122573938	XM_043740957.1
LOC122566288	XM_043723349.1
LOC122576663	XM_043747317.1,XM_043747318.1
LOC122576336	XM_043746500.1,XM_043746498.1
LOC122573973	XM_043741028.1,XM_043741033.1,XM_043741032.1,XM_043741031.1,XM_043741029.1,XM_043741027.1,XM_043741030.1
LOC122565957	XM_043722545.1
LOC122575213	XM_043743876.1
LOC122576485	XM_043746859.1,XM_043746858.1,XM_043746856.1,XM_043746857.1,XM_043746855.1,XM_043746854.1
LOC122573443	XM_043739810.1,XM_043739842.1,XM_043739827.1,XM_043739819.1,XM_043739836.1
LOC122570029	XM_043731840.1
LOC122577493	XM_043748826.1
LOC122571206	XM_043734650.1,XM_043734653.1,XM_043734652.1,XM_043734654.1
LOC122568400	XM_043728100.1
LOC122571492	XM_043735308.1
LOC122572094	XM_043736681.1
LOC122575598	XM_043744725.1
LOC122571099	XM_043734391.1
LOC122566351	XM_043723480.1,XM_043723479.1,XM_043723478.1,XM_043723483.1,XM_043723481.1,XM_043723484.1,XM_043723485.1
LOC122565625	XM_043721782.1,XM_043721784.1,XM_043721787.1,XM_043721786.1,XM_043721785.1,XM_043721783.1,XM_043721788.1,XM_043721790.1
LOC122573727	XM_043740487.1
LOC122573205	XM_043739281.1
LOC122568352	XM_043727991.1
LOC122573164	XM_043739205.1
LOC122567825	XM_043726870.1
LOC122569119	XM_043729660.1,XM_043729659.1
LOC122573751	XM_043740565.1
LOC122573106	XM_043739065.1
LOC122565988	XM_043722632.1,XM_043722631.1
LOC122569589	XM_043730834.1
LOC122566257	XM_043723270.1
LOC122567561	XM_043726236.1,XM_043726233.1,XM_043726235.1,XM_043726234.1
LOC122567072	XM_043725197.1,XM_043725178.1,XM_043725177.1,XM_043725174.1,XM_043725184.1,XM_043725181.1,XM_043725182.1,XM_043725180.1,XM_043725183.1,XM_043725176.1,XM_043725188.1,XM_043725192.1,XM_043725195.1,XM_043725193.1,XM_043725185.1,XM_043725190.1,XM_043725186.1,XM_043725191.1,XM_043725187.1,XM_043725175.1,XM_043725194.1,XM_043725189.1,XM_043725196.1,XM_043725211.1,XM_043725206.1,XM_043725215.1,XM_043725214.1,XM_043725213.1,XM_043725218.1,XM_043725209.1,XM_043725216.1,XM_043725212.1,XM_043725210.1,XM_043725217.1,XM_043725204.1,XM_043725208.1,XM_043725203.1,XM_043725205.1,XM_043725207.1,XM_043725199.1,XM_043725198.1,XM_043725201.1,XM_043725200.1,XM_043725202.1,XM_043725221.1,XM_043725219.1,XM_043725220.1,XM_043725224.1,XM_043725222.1,XM_043725223.1
LOC122569973	XM_043731706.1,XM_043731705.1,XM_043731704.1,XM_043731703.1
LOC122567479	XM_043726039.1,XM_043726037.1,XM_043726036.1,XM_043726035.1,XM_043726038.1
LOC122570200	XM_043732220.1,XM_043732221.1,XM_043732219.1,XM_043732222.1
LOC122571264	XM_043734832.1
LOC122570971	XM_043734053.1
LOC122565942	XM_043722506.1,XM_043722503.1,XM_043722507.1,XM_043722504.1
LOC122575260	XM_043743966.1,XM_043743967.1,XM_043743968.1,XM_043743969.1
LOC122572101	XM_043736694.1
LOC122568222	XM_043727704.1,XM_043727706.1,XM_043727705.1,XM_043727703.1,XM_043727707.1,XM_043727710.1,XM_043727708.1,XM_043727709.1,XM_043727702.1
LOC122575786	XM_043745199.1,XM_043745198.1,XM_043745197.1
LOC122565844	XM_043722267.1
LOC122571105	XM_043734405.1,XM_043734425.1,XM_043734455.1,XM_043734446.1,XM_043734435.1,XM_043734415.1,XM_043734514.1,XM_043734489.1,XM_043734470.1,XM_043734479.1,XM_043734496.1,XM_043734506.1,XM_043734462.1,XM_043734523.1
LOC122572808	XM_043738288.1,XM_043738286.1,XM_043738287.1
LOC122569670	XM_043731070.1
LOC122574846	XM_043742952.1
LOC122567713	XM_043726600.1
LOC122569205	XM_043729875.1,XM_043729873.1,XM_043729876.1,XM_043729874.1,XM_043729872.1
LOC122569727	XM_043731239.1,XM_043731240.1,XM_043731241.1
LOC122567185	XM_043725492.1,XM_043725491.1
LOC122567532	XM_043726169.1,XM_043726168.1
LOC122576610	XM_043747188.1
LOC122577607	XM_043748996.1,XM_043748994.1,XM_043748995.1
LOC122573550	XM_043740049.1,XM_043740047.1,XM_043740048.1,XM_043740044.1,XM_043740045.1,XM_043740046.1
LOC122566193	XM_043723114.1,XM_043723115.1,XM_043723117.1
LOC122570675	XM_043733300.1,XM_043733296.1,XM_043733299.1,XM_043733297.1,XM_043733298.1
LOC122573119	XM_043739095.1,XM_043739094.1
LOC122576749	XM_043747482.1
LOC122570441	XM_043732760.1
LOC122569164	XM_043729751.1
LOC122567399	XM_043725847.1,XM_043725846.1
LOC122570753	XM_043733558.1
LOC122568997	XM_043729428.1,XM_043729427.1,XM_043729426.1
LOC122568347	XM_043727984.1,XM_043727985.1,XM_043727986.1
LOC122570867	XM_043733759.1,XM_043733757.1,XM_043733762.1,XM_043733760.1,XM_043733758.1,XM_043733761.1,XM_043733764.1,XM_043733763.1,XM_043733765.1,XM_043733766.1
LOC122572511	XM_043737536.1
LOC122575764	XM_043745153.1,XM_043745152.1,XM_043745154.1
LOC122570259	XM_043732356.1
LOC122577735	XM_043749260.1
LOC122575151	XM_043743716.1,XM_043743717.1
LOC122571760	XM_043735879.1
LOC122570704	XM_043733430.1,XM_043733431.1
LOC122567372	XM_043725787.1
LOC122568480	XM_043728240.1,XM_043728241.1,XM_043728236.1,XM_043728237.1,XM_043728238.1,XM_043728239.1
LOC122566662	XM_043724246.1,XM_043724250.1,XM_043724248.1,XM_043724249.1,XM_043724247.1
LOC122575127	XM_043743670.1
LOC122576405	XM_043746657.1,XM_043746655.1,XM_043746656.1
LOC122575858	XM_043745338.1,XM_043745339.1
LOC122571515	XM_043735357.1,XM_043735358.1
LOC122568661	XM_043728644.1,XM_043728645.1,XM_043728642.1
LOC122568544	XM_043728414.1
LOC122573516	XM_043739962.1,XM_043739961.1
LOC122574752	XM_043742716.1
LOC122576656	XM_043747261.1,XM_043747259.1,XM_043747260.1
LOC122576243	XM_043746238.1
LOC122578004	XM_043749830.1,XM_043749831.1
LOC122566935	XM_043724905.1,XM_043724906.1
LOC122573285	XM_043739400.1
LOC122577658	XM_043749099.1
LOC122574968	XM_043743252.1
LOC122572763	XM_043738181.1,XM_043738182.1,XM_043738183.1
LOC122566631	XM_043724185.1
LOC122572821	XM_043738333.1,XM_043738329.1,XM_043738327.1,XM_043738328.1,XM_043738331.1,XM_043738330.1,XM_043738332.1
LOC122571825	XM_043736030.1,XM_043736031.1
LOC122568965	XM_043729346.1,XM_043729347.1,XM_043729345.1
LOC122572128	XM_043736743.1,XM_043736742.1,XM_043736744.1,XM_043736741.1
LOC122570895	XM_043733838.1
LOC122572857	XM_043738434.1
LOC122566208	XM_043723145.1,XM_043723146.1
LOC122568047	XM_043727353.1
LOC122566869	XM_043724732.1,XM_043724729.1,XM_043724728.1,XM_043724731.1,XM_043724730.1
LOC122574134	XM_043741341.1
LOC122567206	XM_043725538.1
LOC122569186	XM_043729813.1
LOC122567492	XM_043726073.1
LOC122567099	XM_043725294.1
LOC122573509	XM_043739946.1,XM_043739947.1,XM_043739949.1,XM_043739951.1,XM_043739950.1
LOC122568632	XM_043728579.1,XM_043728578.1
LOC122577687	XM_043749163.1,XM_043749164.1
LOC122577840	XM_043749525.1,XM_043749523.1,XM_043749524.1,XM_043749522.1,XM_043749533.1,XM_043749530.1,XM_043749532.1,XM_043749528.1,XM_043749531.1,XM_043749527.1,XM_043749526.1
LOC122575393	XM_043744246.1,XM_043744245.1,XM_043744248.1,XM_043744247.1
LOC122569516	XM_043730671.1,XM_043730669.1,XM_043730668.1,XM_043730667.1
LOC122573890	XM_043740834.1
LOC122567105	XM_043725321.1,XM_043725322.1,XM_043725320.1
LOC122574423	XM_043742027.1,XM_043742028.1
LOC122566524	XM_043723922.1,XM_043723923.1
LOC122568615	XM_043728544.1
LOC122571644	XM_043735679.1
LOC122571561	XM_043735482.1,XM_043735481.1
LOC122575719	XM_043745064.1,XM_043745063.1
LOC122575887	XM_043745375.1
LOC122575640	XM_043744914.1,XM_043744916.1,XM_043744915.1
LOC122572710	XM_043738040.1,XM_043738039.1,XM_043738038.1
LOC122576036	XM_043745801.1,XM_043745800.1,XM_043745799.1
LOC122577073	XM_043748158.1
LOC122572474	XM_043737443.1
LOC122571072	XM_043734461.1,XM_043734369.1
LOC122574747	XM_043742712.1
LOC122572565	XM_043737643.1,XM_043737642.1,XM_043737644.1,XM_043737645.1
LOC122572437	XM_043737384.1
LOC122577038	XM_043748092.1,XM_043748091.1,XM_043748089.1
LOC122570329	XM_043732486.1
LOC122569826	XM_043731450.1
LOC122572842	XM_043738386.1,XM_043738387.1
LOC122571399	XM_043735086.1
LOC122571949	XM_043736324.1
LOC122572944	XM_043738718.1,XM_043738708.1
LOC122572394	XM_043737318.1
LOC122569509	XM_043730687.1,XM_043730679.1,XM_043730664.1,XM_043730670.1
LOC122566814	XM_043724593.1,XM_043724594.1,XM_043724595.1
LOC122573186	XM_043739247.1
LOC122566912	XM_043724852.1,XM_043724851.1
LOC122566027	XM_043722715.1,XM_043722710.1,XM_043722713.1,XM_043722714.1,XM_043722716.1,XM_043722717.1,XM_043722712.1,XM_043722711.1
LOC122577712	XM_043749213.1
LOC122572888	XM_043738581.1,XM_043738561.1,XM_043738554.1,XM_043738546.1,XM_043738526.1,XM_043738536.1,XM_043738596.1,XM_043738695.1,XM_043738590.1,XM_043738570.1,XM_043738614.1,XM_043738604.1,XM_043738653.1,XM_043738633.1,XM_043738643.1,XM_043738623.1,XM_043738680.1,XM_043738671.1,XM_043738662.1
LOC122576576	XM_043747078.1
LOC122571185	XM_043734623.1,XM_043734613.1,XM_043734633.1,XM_043734641.1
LOC122568911	XM_043729200.1,XM_043729199.1,XM_043729198.1
LOC122570766	XM_043733577.1,XM_043733580.1,XM_043733578.1
LOC122575473	XM_043744477.1
LOC122574618	XM_043742382.1
LOC122570280	XM_043732400.1,XM_043732399.1
LOC122577578	XM_043748933.1,XM_043748932.1,XM_043748934.1
LOC122568459	XM_043728206.1
LOC122571532	XM_043735401.1,XM_043735402.1,XM_043735399.1,XM_043735398.1,XM_043735400.1
LOC122575706	XM_043745029.1,XM_043745030.1,XM_043745028.1,XM_043745031.1
LOC122572181	XM_043736852.1
LOC122576192	XM_043746103.1
LOC122568052	XM_043727363.1,XM_043727362.1
LOC122575438	XM_043744333.1,XM_043744332.1
LOC122566948	XM_043724933.1,XM_043724943.1
LOC122575551	XM_043744621.1
LOC122566398	XM_043723611.1
LOC122572111	XM_043736706.1,XM_043736707.1
LOC122574688	XM_043742581.1,XM_043742582.1
LOC122576275	XM_043746329.1,XM_043746330.1
LOC122570210	XM_043732245.1,XM_043732246.1,XM_043732244.1
LOC122567946	XM_043727133.1,XM_043727134.1,XM_043727132.1
LOC122567396	XM_043725843.1
LOC122572023	XM_043736536.1
LOC122575527	XM_043744595.1,XM_043744586.1,XM_043744577.1
LOC122577424	XM_043748721.1
LOC122572818	XM_043738309.1,XM_043738310.1
LOC122577782	XM_043749355.1,XM_043749350.1,XM_043749351.1,XM_043749353.1,XM_043749354.1
LOC122568463	XM_043728212.1,XM_043728213.1
LOC122571115	XM_043734452.1,XM_043734453.1
LOC122568144	XM_043727538.1,XM_043727539.1,XM_043727540.1
LOC122567250	XM_043725624.1
LOC122566982	XM_043725006.1
LOC122574642	XM_043742432.1,XM_043742433.1,XM_043742430.1,XM_043742429.1,XM_043742431.1
LOC122573116	XM_043739079.1
LOC122576746	XM_043747476.1,XM_043747478.1,XM_043747475.1,XM_043747477.1
LOC122574037	XM_043741153.1
LOC122569095	XM_043729620.1
LOC122574074	XM_043741182.1,XM_043741183.1,XM_043741184.1
LOC122577748	XM_043749281.1
LOC122574849	XM_043743369.1
LOC122572528	XM_043737574.1,XM_043737573.1,XM_043737579.1,XM_043737572.1,XM_043737576.1,XM_043737575.1,XM_043737577.1
LOC122570090	XM_043731960.1
LOC122575024	XM_043743352.1
LOC122572266	XM_043737037.1,XM_043737036.1,XM_043737039.1,XM_043737038.1
LOC122575817	XM_043745249.1
LOC122571020	XM_043734162.1
LOC122575789	XM_043745207.1
LOC122569215	XM_043729890.1,XM_043729891.1,XM_043729888.1,XM_043729892.1
LOC122568685	XM_043728709.1
LOC122567703	XM_043726580.1
LOC122567476	XM_043726030.1,XM_043726031.1
LOC122566433	XM_043723642.1
LOC122569586	XM_043730826.1
LOC122574534	XM_043742221.1
LOC122577617	XM_043749025.1
LOC122573261	XM_043739381.1
LOC122566478	XM_043723782.1
LOC122577045	XM_043748125.1
LOC122569232	XM_043729946.1,XM_043729947.1,XM_043729945.1
LOC122566767	XM_043724477.1
LOC122566853	XM_043724695.1
LOC122566124	XM_043722893.1
LOC122573095	XM_043739033.1
LOC122567505	XM_043726104.1,XM_043726105.1
LOC122574621	XM_043742388.1,XM_043742387.1,XM_043742389.1
LOC122571754	XM_043735859.1,XM_043735860.1,XM_043735857.1,XM_043735862.1,XM_043735861.1,XM_043735856.1,XM_043735863.1,XM_043735855.1,XM_043735864.1
LOC122572759	XM_043738167.1,XM_043738171.1,XM_043738168.1,XM_043738164.1,XM_043738169.1,XM_043738170.1,XM_043738166.1
LOC122570026	XM_043731829.1,XM_043731833.1,XM_043731830.1,XM_043731831.1
LOC122571161	XM_043734547.1,XM_043734548.1,XM_043734546.1,XM_043734545.1
LOC122571209	XM_043734661.1,XM_043734662.1,XM_043734660.1
LOC122573367	XM_043739616.1,XM_043739617.1
LOC122572204	XM_043736927.1,XM_043736925.1,XM_043736926.1
LOC122571096	XM_043734384.1,XM_043734386.1,XM_043734385.1,XM_043734387.1
LOC122577967	XM_043749733.1,XM_043749734.1
LOC122574657	XM_043742485.1
LOC122568928	XM_043729237.1,XM_043729239.1,XM_043729238.1
LOC122571868	XM_043736128.1
LOC122575975	XM_043745599.1,XM_043745580.1,XM_043745560.1,XM_043745588.1,XM_043745570.1
LOC122575445	XM_043744380.1,XM_043744377.1,XM_043744376.1,XM_043744379.1,XM_043744378.1,XM_043744381.1
LOC122573215	XM_043739297.1,XM_043739298.1
LOC122575671	XM_043744974.1
LOC122574925	XM_043743169.1,XM_043743167.1,XM_043743168.1,XM_043743165.1
LOC122569109	XM_043729641.1,XM_043729642.1
LOC122569261	XM_043730039.1,XM_043730035.1,XM_043730036.1,XM_043730041.1,XM_043730038.1,XM_043730040.1,XM_043730042.1,XM_043730043.1
LOC122576176	XM_043746080.1
LOC122571585	XM_043735534.1,XM_043735533.1,XM_043735532.1
LOC122567320	XM_043725692.1,XM_043725691.1
LOC122568737	XM_043728839.1,XM_043728836.1,XM_043728835.1,XM_043728838.1,XM_043728840.1,XM_043728837.1,XM_043728841.1
LOC122570263	XM_043732359.1
LOC122575203	XM_043743867.1,XM_043743857.1,XM_043743839.1,XM_043743899.1,XM_043743850.1,XM_043743886.1,XM_043743877.1,XM_043743917.1,XM_043743908.1,XM_043743926.1
LOC122577871	XM_043749587.1
LOC122568774	XM_043728924.1
LOC122571216	XM_043734677.1
LOC122568410	XM_043728110.1
LOC122576592	XM_043747138.1,XM_043747139.1,XM_043747137.1
LOC122572581	XM_043737691.1,XM_043737690.1
LOC122577133	XM_043748263.1
LOC122571132	XM_043734488.1
LOC122565640	XM_043721823.1,XM_043721824.1,XM_043721825.1
LOC122566036	XM_043722730.1
LOC122565887	XM_043722369.1,XM_043722368.1
LOC122565719	XM_043721992.1,XM_043721993.1,XM_043721994.1
LOC122574895	XM_043743093.1
LOC122567038	XM_043725113.1,XM_043725112.1
LOC122569972	XM_043731697.1,XM_043731696.1,XM_043731701.1,XM_043731698.1,XM_043731699.1,XM_043731702.1
LOC122569837	XM_043731464.1
LOC122577264	XM_043748459.1,XM_043748461.1,XM_043748460.1,XM_043748462.1,XM_043748464.1,XM_043748463.1
LOC122575235	XM_043743927.1,XM_043743929.1,XM_043743928.1,XM_043743930.1,XM_043743933.1,XM_043743931.1,XM_043743934.1,XM_043743936.1,XM_043743932.1,XM_043743935.1,XM_043743937.1,XM_043743938.1,XM_043743939.1
LOC122567840	XM_043726916.1,XM_043726915.1,XM_043726913.1,XM_043726914.1
LOC122565943	XM_043722510.1,XM_043722513.1,XM_043722512.1,XM_043722509.1,XM_043722511.1,XM_043722508.1
LOC122567687	XM_043726526.1,XM_043726525.1
LOC122568223	XM_043727721.1,XM_043727717.1,XM_043727712.1,XM_043727715.1,XM_043727716.1,XM_043727713.1,XM_043727714.1,XM_043727720.1,XM_043727723.1,XM_043727718.1,XM_043727719.1,XM_043727724.1
LOC122570177	XM_043732176.1
LOC122577105	XM_043748184.1
LOC122576524	XM_043746937.1,XM_043746936.1
LOC122570134	XM_043732056.1
LOC122569488	XM_043730612.1
LOC122573421	XM_043739761.1,XM_043739765.1,XM_043739763.1,XM_043739760.1,XM_043739762.1,XM_043739764.1,XM_043739766.1
LOC122574259	XM_043741640.1,XM_043741641.1,XM_043741638.1,XM_043741644.1,XM_043741642.1,XM_043741643.1
LOC122567712	XM_043726599.1,XM_043726598.1
LOC122566576	XM_043724044.1
LOC122567533	XM_043726172.1,XM_043726175.1,XM_043726174.1,XM_043726171.1,XM_043726173.1,XM_043726170.1,XM_043726176.1
LOC122565706	XM_043721942.1
LOC122571607	XM_043735574.1
LOC122566192	XM_043723113.1
LOC122573457	XM_043739834.1,XM_043739833.1,XM_043739835.1,XM_043739832.1
LOC122567578	XM_043726264.1
LOC122576051	XM_043745830.1
LOC122572426	XM_043737374.1
LOC122568191	XM_043727642.1,XM_043727643.1,XM_043727645.1,XM_043727644.1
LOC122569442	XM_043730516.1
LOC122570752	XM_043733556.1
LOC122568066	XM_043727387.1
LOC122576027	XM_043745732.1
LOC122570968	XM_043734044.1,XM_043734046.1,XM_043734047.1,XM_043734045.1
LOC122568898	XM_043729160.1,XM_043729161.1
LOC122575908	XM_043745405.1,XM_043745404.1,XM_043745400.1,XM_043745399.1,XM_043745398.1,XM_043745403.1,XM_043745401.1,XM_043745397.1,XM_043745407.1,XM_043745406.1
LOC122566656	XM_043724339.1,XM_043724418.1,XM_043724254.1,XM_043724502.1,XM_043724683.1,XM_043724591.1
LOC122574329	XM_043741813.1,XM_043741811.1,XM_043741814.1
LOC122572490	XM_043737481.1,XM_043737482.1
LOC122566243	XM_043723219.1,XM_043723220.1
LOC122567658	XM_043726455.1,XM_043726454.1,XM_043726453.1,XM_043726456.1
LOC122575092	XM_043743541.1,XM_043743540.1
LOC122575499	XM_043744522.1,XM_043744524.1
LOC122577372	XM_043748668.1
LOC122571373	XM_043735027.1,XM_043735031.1,XM_043735028.1,XM_043735029.1,XM_043735032.1,XM_043735030.1
LOC122567735	XM_043726660.1
LOC122565764	XM_043722076.1
LOC122571338	XM_043734955.1,XM_043734956.1
LOC122573874	XM_043740801.1
LOC122565858	XM_043722299.1
LOC122570618	XM_043733166.1,XM_043733165.1,XM_043733164.1
LOC122576662	XM_043747313.1,XM_043747314.1,XM_043747316.1
LOC122573837	XM_043740740.1,XM_043740741.1
LOC122574766	XM_043742742.1
LOC122573972	XM_043741026.1,XM_043741025.1,XM_043741020.1,XM_043741024.1,XM_043741022.1,XM_043741021.1
LOC122574280	XM_043741683.1,XM_043741685.1,XM_043741684.1
LOC122575212	XM_043743873.1,XM_043743866.1,XM_043743870.1,XM_043743872.1,XM_043743874.1,XM_043743875.1,XM_043743868.1,XM_043743871.1,XM_043743869.1
LOC122573442	XM_043739806.1
LOC122575136	XM_043743681.1
LOC122570423	XM_043732712.1,XM_043732713.1,XM_043732714.1,XM_043732715.1
LOC122568507	XM_043728342.1,XM_043728432.1
LOC122577492	XM_043748824.1
LOC122577206	XM_043748353.1,XM_043748354.1,XM_043748355.1
LOC122571493	XM_043735307.1
LOC122576869	XM_043747734.1,XM_043747733.1
LOC122577099	XM_043748178.1
LOC122575379	XM_043744210.1,XM_043744211.1
LOC122573488	XM_043739900.1
LOC122576631	XM_043747228.1,XM_043747231.1,XM_043747245.1,XM_043747239.1,XM_043747237.1,XM_043747255.1
LOC122568353	XM_043727992.1
LOC122572370	XM_043737253.1
LOC122569421	XM_043730442.1,XM_043730444.1,XM_043730441.1,XM_043730443.1
LOC122569457	XM_043730533.1,XM_043730532.1,XM_043730536.1,XM_043730535.1,XM_043730534.1
LOC122570747	XM_043733557.1,XM_043733548.1
LOC122572322	XM_043737174.1,XM_043737173.1
LOC122569996	XM_043731772.1
LOC122565750	XM_043722048.1,XM_043722050.1
LOC122569346	XM_043730250.1,XM_043730249.1,XM_043730248.1
LOC122570849	XM_043733733.1
LOC122568369	XM_043728045.1,XM_043728044.1
LOC122565975	XM_043722603.1
LOC122575248	XM_043743951.1
LOC122567967	XM_043727171.1,XM_043727172.1,XM_043727170.1
LOC122574090	XM_043741232.1
LOC122576767	XM_043747527.1
LOC122576124	XM_043746014.1
LOC122570577	XM_043733073.1
LOC122568726	XM_043728814.1
LOC122570534	XM_043732951.1,XM_043732952.1
LOC122576853	XM_043747705.1,XM_043747750.1,XM_043747773.1,XM_043747697.1,XM_043747759.1,XM_043747724.1,XM_043747774.1,XM_043747715.1,XM_043747732.1,XM_043747768.1,XM_043747776.1,XM_043747741.1
LOC122573739	XM_043740513.1,XM_043740517.1,XM_043740515.1,XM_043740514.1,XM_043740516.1
LOC122570688	XM_043733363.1
LOC122574210	XM_043741509.1,XM_043741510.1
LOC122567871	XM_043726998.1
LOC122577320	XM_043748586.1
LOC122566176	XM_043723046.1,XM_043723043.1,XM_043723044.1,XM_043723045.1
LOC122566592	XM_043724066.1,XM_043724065.1,XM_043724061.1,XM_043724063.1,XM_043724064.1,XM_043724067.1
LOC122573920	XM_043740920.1,XM_043740909.1,XM_043740900.1,XM_043740895.1,XM_043740887.1,XM_043740919.1,XM_043740917.1,XM_043740914.1,XM_043740918.1,XM_043740915.1,XM_043740908.1,XM_043740916.1,XM_043740910.1,XM_043740905.1,XM_043740913.1,XM_043740906.1,XM_043740903.1,XM_043740912.1,XM_043740904.1,XM_043740902.1,XM_043740907.1,XM_043740899.1,XM_043740901.1,XM_043740896.1,XM_043740892.1,XM_043740898.1,XM_043740893.1,XM_043740890.1,XM_043740897.1,XM_043740891.1,XM_043740888.1,XM_043740894.1,XM_043740889.1,XM_043740886.1
LOC122567133	XM_043725369.1,XM_043725372.1,XM_043725368.1,XM_043725373.1
LOC122567178	XM_043725478.1
LOC122566339	XM_043723449.1,XM_043723450.1
LOC122565671	XM_043721876.1,XM_043721875.1
LOC122568591	XM_043728502.1
LOC122570642	XM_043733218.1,XM_043733220.1,XM_043733219.1,XM_043733217.1
LOC122573623	XM_043740247.1,XM_043740248.1,XM_043740250.1,XM_043740249.1,XM_043740251.1
LOC122570037	XM_043731848.1
LOC122577289	XM_043748533.1,XM_043748537.1,XM_043748534.1,XM_043748538.1,XM_043748536.1
LOC122566746	XM_043724442.1,XM_043724451.1
LOC122576884	XM_043747775.1
